loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
1.3224308490753174,0.36713168025016785,1.1793440580368042,0.5927099585533142
1.0464469194412231,0.6216400265693665,0.8270419239997864,0.7686212658882141
0.7877290844917297,0.7158897519111633,0.6469064950942993,0.8288431167602539
0.6889418363571167,0.7556992173194885,0.5867084860801697,0.8367670178413391
0.6383928656578064,0.7846206426620483,0.5711328983306885,0.8272583484649658
0.6037542223930359,0.791085422039032,0.5131459832191467,0.8288431167602539
0.5818646550178528,0.7965294122695923,0.5213732123374939,0.830427885055542
0.5837873816490173,0.7958489060401917,0.5605595111846924,0.8272583484649658
0.5635002255439758,0.8118407726287842,0.5452879071235657,0.8320126533508301
0.5494760870933533,0.8091187477111816,0.5232076048851013,0.835182249546051
0.5493612885475159,0.8087785243988037,0.5410953760147095,0.8082408905029297
0.5325106978416443,0.8067370057106018,0.5132015943527222,0.835182249546051
0.5313605070114136,0.8132017850875854,0.5076583623886108,0.830427885055542
0.5139680504798889,0.8206872940063477,0.4978284239768982,0.8320126533508301
0.5098660588264465,0.8125212788581848,0.5393970012664795,0.8050712943077087
0.5059657692909241,0.8118407726287842,0.5002527236938477,0.825673520565033
0.49420127272605896,0.8094589710235596,0.4772280752658844,0.838351845741272
0.49217018485069275,0.821708083152771,0.4865936040878296,0.8225039839744568
0.48837950825691223,0.8149030208587646,0.4763753414154053,0.8288431167602539
0.47596481442451477,0.8210275769233704,0.4495123624801636,0.8415213823318481
0.48375675082206726,0.815923810005188,0.468763530254364,0.8320126533508301
0.4810480773448944,0.8166043162345886,0.4746374785900116,0.825673520565033
0.47706639766693115,0.821708083152771,0.461241215467453,0.8462757468223572
0.4654853343963623,0.8281728625297546,0.44868046045303345,0.8415213823318481
0.46554744243621826,0.8298740983009338,0.49032577872276306,0.8225039839744568
0.4569703936576843,0.8237496018409729,0.4711701273918152,0.8240887522697449
0.45805278420448303,0.8203470706939697,0.47391369938850403,0.835182249546051
0.4665941894054413,0.821708083152771,0.4324049651622772,0.8652932047843933
0.45057153701782227,0.8251105546951294,0.479148268699646,0.8209191560745239
0.4431154131889343,0.8271520733833313,0.4382976293563843,0.8462757468223572
0.4459843635559082,0.8261313438415527,0.4449998140335083,0.8320126533508301
0.43837770819664,0.8305546045303345,0.4674986004829407,0.825673520565033
0.43254125118255615,0.8271520733833313,0.4700523912906647,0.838351845741272
0.443978875875473,0.8244300484657288,0.4622979164123535,0.830427885055542
0.4430354833602905,0.8264715671539307,0.5077259540557861,0.8177496194839478
0.43662598729133606,0.8254508376121521,0.4414423406124115,0.8320126533508301
0.4264671504497528,0.8356583714485168,0.43234243988990784,0.8462757468223572
0.434468150138855,0.8295338749885559,0.4366886615753174,0.8462757468223572
0.4228062033653259,0.8312351107597351,0.44947513937950134,0.838351845741272
0.43565136194229126,0.8223885893821716,0.4648599624633789,0.8193343877792358
0.41880160570144653,0.8322558403015137,0.42985841631889343,0.8367670178413391
0.41860926151275635,0.8387206792831421,0.42950642108917236,0.8446909785270691
0.41214829683303833,0.8421231508255005,0.45400917530059814,0.835182249546051
0.40481311082839966,0.8342973589897156,0.44198188185691833,0.8446909785270691
0.4092351794242859,0.8353181481361389,0.4653610587120056,0.8240887522697449
0.41417622566223145,0.8421231508255005,0.4418216347694397,0.835182249546051
0.4133392870426178,0.8370193839073181,0.44090545177459717,0.8415213823318481
0.3994525671005249,0.8359986543655396,0.435556024312973,0.8399366140365601
0.40990588068962097,0.8404219150543213,0.4916040003299713,0.8193343877792358
0.40635353326797485,0.8336168527603149,0.42950254678726196,0.8478605151176453
0.4021408259868622,0.8414426445960999,0.458196759223938,0.838351845741272
0.4089372158050537,0.8363388776779175,0.4371584951877594,0.843106210231781
0.40692567825317383,0.8394011855125427,0.4388866424560547,0.8494453430175781
0.40414756536483765,0.833276629447937,0.43572065234184265,0.8399366140365601
0.4048462510108948,0.8434841632843018,0.466585636138916,0.8225039839744568
0.4024959206581116,0.8359986543655396,0.45265334844589233,0.835182249546051
0.388403981924057,0.8417829275131226,0.4459455907344818,0.8415213823318481
0.40136954188346863,0.8404219150543213,0.4507052004337311,0.8478605151176453
0.37553146481513977,0.8462061882019043,0.4647681713104248,0.8320126533508301
0.387574702501297,0.8445049524307251,0.4647965431213379,0.8320126533508301
