loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
1.269458532333374,0.4613814353942871,0.9281420111656189,0.8399366140365601
0.808047890663147,0.7706702947616577,0.43165621161460876,0.8969889283180237
0.5066798329353333,0.8519904613494873,0.37118735909461975,0.9096671938896179
0.41110050678253174,0.8737666010856628,0.34793123602867126,0.914421558380127
0.3751714825630188,0.8870363831520081,0.3402553200721741,0.9207606911659241
0.32834139466285706,0.9016672372817993,0.31479930877685547,0.9223454594612122
0.3298182487487793,0.8992854952812195,0.3209533095359802,0.9223454594612122
0.30247122049331665,0.9074515104293823,0.31303730607032776,0.9207606911659241
0.2918754816055298,0.9105137586593628,0.2964002192020416,0.9207606911659241
0.2788222134113312,0.9166383147239685,0.30948713421821594,0.9255150556564331
0.27770453691482544,0.9142565727233887,0.2878809869289398,0.923930287361145
0.2748786509037018,0.913576066493988,0.288713663816452,0.9255150556564331
0.26343634724617004,0.9179993271827698,0.28550687432289124,0.9175911545753479
0.2589077949523926,0.9176590442657471,0.2868329882621765,0.923930287361145
0.2516457438468933,0.9162980318069458,0.27469488978385925,0.9255150556564331
0.2513698637485504,0.9169785380363464,0.28478798270225525,0.914421558380127
0.2433014214038849,0.9156175851821899,0.281680166721344,0.9207606911659241
0.24810080230236053,0.9169785380363464,0.2870037853717804,0.9255150556564331
0.2265130579471588,0.9234433770179749,0.2837114632129669,0.9223454594612122
0.23264376819133759,0.9224225878715515,0.2942897379398346,0.9207606911659241
0.23504017293453217,0.9210615754127502,0.2814648449420929,0.9223454594612122
0.2345914989709854,0.9203810691833496,0.2784357964992523,0.9223454594612122
0.22533831000328064,0.9234433770179749,0.27431046962738037,0.9270998239517212
0.22100719809532166,0.9227628707885742,0.27036044001579285,0.9255150556564331
0.227815642952919,0.9231030941009521,0.26381272077560425,0.923930287361145
0.22215399146080017,0.9217420816421509,0.2819615602493286,0.919175922870636
0.226150244474411,0.919700562953949,0.27418994903564453,0.9270998239517212
0.21196770668029785,0.9265056252479553,0.2790208160877228,0.9223454594612122
0.2101718932390213,0.9265056252479553,0.2823486924171448,0.923930287361145
0.21240992844104767,0.9237836003303528,0.26565617322921753,0.9270998239517212
0.21241657435894012,0.925484836101532,0.2727750837802887,0.9255150556564331
0.21063832938671112,0.9258251190185547,0.27278798818588257,0.9255150556564331
0.2125178873538971,0.9237836003303528,0.26660171151161194,0.9270998239517212
0.20060119032859802,0.9278666377067566,0.2818559408187866,0.919175922870636
0.20723393559455872,0.9258251190185547,0.2710109055042267,0.9128367900848389
